Date,Campaign Name,AdSet Name,Ad Name,Ad ID,Objective,Placement,Spend, Impressions ,Clicks
2021-10-15,Brand Awareness - Facebook+Instagram,Purchaser Lookalike Audience 2-5%,Chocolate Chunk Carousel,2343756859,Brand Awareness,Facebook+Instagram,"$2,415.75","  792,049 ",201
2021-10-15,Brand Awareness - Facebook+Instagram,Purchaser Lookalike Audience 1%,Chocolate Chunk Carousel,2343645835,Brand Awareness,Facebook+Instagram,$893.60,"  255,314 ",73
2021-10-15,Brand Awareness - Facebook+Instagram,Website Visitors,Chocolate Chunk Carousel,2343145229,Brand Awareness,Facebook+Instagram,$504.88,"  131,479 ",55
2021-10-15,Brand Awareness - Instagram Stories,Cookie Interests - 18-34,Cookie Poll,2341547820,Brand Awareness,Instagram Stories,$292.37,"  141,242 ",19
2021-10-15,Brand Awareness - Instagram Stories,Cookie Interests - 25-34,Cookie Poll,2343120456,Brand Awareness,Instagram Stories,$308.21,"  163,074 ",19
2021-10-15,Brand Awareness - Instagram Stories,Purchaser Lookalike Audience 2-5%,Cookie Poll,2344337612,Brand Awareness,Instagram Stories,$746.36,"  327,351 ",53
2021-10-15,Brand Awareness - Instagram Stories,Purchaser Lookalike Audience 1%,Cookie Poll,2345905323,Brand Awareness,Instagram Stories,$235.00,"  95,528 ",17
2021-10-15,Brand Awareness - Instagram Stories,Website Visitors,Cookie Poll,2341713241,Brand Awareness,Instagram Stories,$171.30,"  57,677 ",16
2021-10-16,Brand Awareness - Facebook+Instagram,Cookie Interests - 18-34,Slow-Mo Video,2348438397,Brand Awareness,Facebook+Instagram,$990.79,"  379,613 ",66
2021-10-16,Brand Awareness - Facebook+Instagram,Cookie Interests - 25-34,Slow-Mo Video,2341968907,Brand Awareness,Facebook+Instagram,$961.34,"  350,854 ",66
2021-10-16,Brand Awareness - Facebook+Instagram,Purchaser Lookalike Audience 2-5%,Slow-Mo Video,2344482216,Brand Awareness,Facebook+Instagram,"$2,268.82","  748,785 ",175
2021-10-16,Brand Awareness - Facebook+Instagram,Purchaser Lookalike Audience 1%,Slow-Mo Video,2343771880,Brand Awareness,Facebook+Instagram,$788.92,"  243,494 ",65
2021-10-16,Brand Awareness - Facebook+Instagram,Website Visitors,Slow-Mo Video,2348352637,Brand Awareness,Facebook+Instagram,$508.10,"  144,758 ",52
2021-10-16,Brand Awareness - Facebook+Instagram,Cookie Interests - 18-34,Chocolate Chunk Video,2340195723,Brand Awareness,Facebook+Instagram,$968.15,"  357,251 ",65
2021-10-16,Brand Awareness - Facebook+Instagram,Cookie Interests - 25-34,Chocolate Chunk Video,2345041086,Brand Awareness,Facebook+Instagram,$871.66,"  298,514 ",61
2021-10-16,Brand Awareness - Facebook+Instagram,Purchaser Lookalike Audience 2-5%,Chocolate Chunk Video,2344439122,Brand Awareness,Facebook+Instagram,"$2,408.54","  781,994 ",196
2021-10-16,Brand Awareness - Facebook+Instagram,Purchaser Lookalike Audience 1%,Chocolate Chunk Video,2342514859,Brand Awareness,Facebook+Instagram,$746.82,"  215,222 ",59
2021-10-16,Brand Awareness - Facebook+Instagram,Website Visitors,Chocolate Chunk Video,2340153859,Brand Awareness,Facebook+Instagram,$503.09,"  146,673 ",51
2021-10-16,Brand Awareness - Facebook+Instagram,Cookie Interests - 18-34,Chocolate Chunk Carousel,2348802358,Brand Awareness,Facebook+Instagram,$978.41,"  367,823 ",66
2021-10-16,Brand Awareness - Facebook+Instagram,Cookie Interests - 25-34,Chocolate Chunk Carousel,2344469921,Brand Awareness,Facebook+Instagram,$843.54,"  320,738 ",58
2021-10-16,Brand Awareness - Facebook+Instagram,Purchaser Lookalike Audience 2-5%,Chocolate Chunk Carousel,2343756859,Brand Awareness,Facebook+Instagram,"$2,377.78","  787,344 ",183
2021-10-16,Brand Awareness - Facebook+Instagram,Purchaser Lookalike Audience 1%,Chocolate Chunk Carousel,2343645835,Brand Awareness,Facebook+Instagram,$844.69,"  253,661 ",68
2021-10-16,Brand Awareness - Facebook+Instagram,Website Visitors,Chocolate Chunk Carousel,2343145229,Brand Awareness,Facebook+Instagram,$519.25,"  134,870 ",56
2021-10-16,Brand Awareness - Instagram Stories,Cookie Interests - 18-34,Cookie Poll,2341547820,Brand Awareness,Instagram Stories,$322.96,"  153,790 ",20
2021-10-16,Brand Awareness - Instagram Stories,Cookie Interests - 25-34,Cookie Poll,2343120456,Brand Awareness,Instagram Stories,$313.55,"  155,995 ",20
2021-10-16,Brand Awareness - Instagram Stories,Purchaser Lookalike Audience 2-5%,Cookie Poll,2344337612,Brand Awareness,Instagram Stories,$685.18,"  299,205 ",50
2021-10-16,Brand Awareness - Instagram Stories,Purchaser Lookalike Audience 1%,Cookie Poll,2345905323,Brand Awareness,Instagram Stories,$260.02,"  101,969 ",19
2021-10-16,Brand Awareness - Instagram Stories,Website Visitors,Cookie Poll,2341713241,Brand Awareness,Instagram Stories,$184.90,"  62,256 ",17
2021-10-17,Brand Awareness - Facebook+Instagram,Cookie Interests - 18-34,Slow-Mo Video,2348438397,Brand Awareness,Facebook+Instagram,$952.46,"  342,612 ",65
2021-10-17,Brand Awareness - Facebook+Instagram,Cookie Interests - 25-34,Slow-Mo Video,2341968907,Brand Awareness,Facebook+Instagram,$881.33,"  294,759 ",59
2021-10-17,Brand Awareness - Facebook+Instagram,Purchaser Lookalike Audience 2-5%,Slow-Mo Video,2344482216,Brand Awareness,Facebook+Instagram,"$2,334.62","  770,502 ",190
2021-10-17,Brand Awareness - Facebook+Instagram,Purchaser Lookalike Audience 1%,Slow-Mo Video,2343771880,Brand Awareness,Facebook+Instagram,$851.15,"  264,332 ",68
2021-10-17,Brand Awareness - Facebook+Instagram,Website Visitors,Slow-Mo Video,2348352637,Brand Awareness,Facebook+Instagram,$543.50,"  152,669 ",60
2021-10-17,Brand Awareness - Facebook+Instagram,Cookie Interests - 18-34,Chocolate Chunk Video,2340195723,Brand Awareness,Facebook+Instagram,$907.01,"  312,762 ",60
2021-10-17,Brand Awareness - Facebook+Instagram,Cookie Interests - 25-34,Chocolate Chunk Video,2345041086,Brand Awareness,Facebook+Instagram,$858.08,"  290,875 ",59
2021-10-17,Brand Awareness - Facebook+Instagram,Purchaser Lookalike Audience 2-5%,Chocolate Chunk Video,2344439122,Brand Awareness,Facebook+Instagram,"$2,430.23","  804,712 ",193
2021-10-17,Brand Awareness - Facebook+Instagram,Purchaser Lookalike Audience 1%,Chocolate Chunk Video,2342514859,Brand Awareness,Facebook+Instagram,$709.78,"  203,375 ",56
2021-10-17,Brand Awareness - Facebook+Instagram,Website Visitors,Chocolate Chunk Video,2340153859,Brand Awareness,Facebook+Instagram,$573.39,"  154,137 ",62
2021-10-17,Brand Awareness - Facebook+Instagram,Cookie Interests - 18-34,Chocolate Chunk Carousel,2348802358,Brand Awareness,Facebook+Instagram,$870.85,"  304,493 ",60
2021-10-17,Brand Awareness - Facebook+Instagram,Cookie Interests - 25-34,Chocolate Chunk Carousel,2344469921,Brand Awareness,Facebook+Instagram,$859.92,"  335,906 ",60
2021-10-17,Brand Awareness - Facebook+Instagram,Purchaser Lookalike Audience 2-5%,Chocolate Chunk Carousel,2343756859,Brand Awareness,Facebook+Instagram,"$2,355.98","  785,327 ",194
2021-10-17,Brand Awareness - Facebook+Instagram,Purchaser Lookalike Audience 1%,Chocolate Chunk Carousel,2343645835,Brand Awareness,Facebook+Instagram,$754.74,"  223,296 ",60
2021-10-17,Brand Awareness - Facebook+Instagram,Website Visitors,Chocolate Chunk Carousel,2343145229,Brand Awareness,Facebook+Instagram,$533.46,"  149,011 ",54
2021-10-17,Brand Awareness - Instagram Stories,Cookie Interests - 18-34,Cookie Poll,2341547820,Brand Awareness,Instagram Stories,$332.80,"  167,236 ",21
2021-10-17,Brand Awareness - Instagram Stories,Cookie Interests - 25-34,Cookie Poll,2343120456,Brand Awareness,Instagram Stories,$298.46,"  147,025 ",19
2021-10-17,Brand Awareness - Instagram Stories,Purchaser Lookalike Audience 2-5%,Cookie Poll,2344337612,Brand Awareness,Instagram Stories,$777.30,"  329,364 ",58
2021-10-17,Brand Awareness - Instagram Stories,Purchaser Lookalike Audience 1%,Cookie Poll,2345905323,Brand Awareness,Instagram Stories,$244.83,"  97,932 ",18
2021-10-17,Brand Awareness - Instagram Stories,Website Visitors,Cookie Poll,2341713241,Brand Awareness,Instagram Stories,$177.03,"  65,085 ",16
2021-10-18,Brand Awareness - Facebook+Instagram,Cookie Interests - 18-34,Slow-Mo Video,2348438397,Brand Awareness,Facebook+Instagram,$843.17,"  329,363 ",57
2021-10-18,Brand Awareness - Facebook+Instagram,Cookie Interests - 25-34,Slow-Mo Video,2341968907,Brand Awareness,Facebook+Instagram,$906.44,"  315,833 ",63
2021-10-18,Brand Awareness - Facebook+Instagram,Purchaser Lookalike Audience 2-5%,Slow-Mo Video,2344482216,Brand Awareness,Facebook+Instagram,"$2,100.25","  697,757 ",165
2021-10-18,Brand Awareness - Facebook+Instagram,Purchaser Lookalike Audience 1%,Slow-Mo Video,2343771880,Brand Awareness,Facebook+Instagram,$836.97,"  260,738 ",69
2021-10-18,Brand Awareness - Facebook+Instagram,Website Visitors,Slow-Mo Video,2348352637,Brand Awareness,Facebook+Instagram,$530.67,"  148,232 ",57
2021-10-18,Brand Awareness - Facebook+Instagram,Cookie Interests - 18-34,Chocolate Chunk Video,2340195723,Brand Awareness,Facebook+Instagram,$929.14,"  364,369 ",62
2021-10-18,Brand Awareness - Facebook+Instagram,Cookie Interests - 25-34,Chocolate Chunk Video,2345041086,Brand Awareness,Facebook+Instagram,$950.85,"  322,322 ",66
2021-10-18,Brand Awareness - Facebook+Instagram,Purchaser Lookalike Audience 2-5%,Chocolate Chunk Video,2344439122,Brand Awareness,Facebook+Instagram,"$2,139.62","  683,585 ",178
2021-10-18,Brand Awareness - Facebook+Instagram,Purchaser Lookalike Audience 1%,Chocolate Chunk Video,2342514859,Brand Awareness,Facebook+Instagram,$715.90,"  220,277 ",58
2021-10-18,Brand Awareness - Facebook+Instagram,Website Visitors,Chocolate Chunk Video,2340153859,Brand Awareness,Facebook+Instagram,$540.74,"  150,624 ",55
2021-10-18,Brand Awareness - Facebook+Instagram,Cookie Interests - 18-34,Chocolate Chunk Carousel,2348802358,Brand Awareness,Facebook+Instagram,$983.19,"  353,665 ",70
2021-10-18,Brand Awareness - Facebook+Instagram,Cookie Interests - 25-34,Chocolate Chunk Carousel,2344469921,Brand Awareness,Facebook+Instagram,$893.81,"  320,362 ",60
2021-10-18,Brand Awareness - Facebook+Instagram,Purchaser Lookalike Audience 2-5%,Chocolate Chunk Carousel,2343756859,Brand Awareness,Facebook+Instagram,"$2,064.08","  683,470 ",168
2021-10-18,Brand Awareness - Facebook+Instagram,Purchaser Lookalike Audience 1%,Chocolate Chunk Carousel,2343645835,Brand Awareness,Facebook+Instagram,$799.03,"  231,603 ",65
2021-10-18,Brand Awareness - Facebook+Instagram,Website Visitors,Chocolate Chunk Carousel,2343145229,Brand Awareness,Facebook+Instagram,$570.98,"  145,288 ",62
2021-10-18,Brand Awareness - Instagram Stories,Cookie Interests - 18-34,Cookie Poll,2341547820,Brand Awareness,Instagram Stories,$305.04,"  154,061 ",19
2021-10-18,Brand Awareness - Instagram Stories,Cookie Interests - 25-34,Cookie Poll,2343120456,Brand Awareness,Instagram Stories,$267.22,"  118,764 ",17
2021-10-18,Brand Awareness - Instagram Stories,Purchaser Lookalike Audience 2-5%,Cookie Poll,2344337612,Brand Awareness,Instagram Stories,$706.31,"  304,444 ",52
2021-10-18,Brand Awareness - Instagram Stories,Purchaser Lookalike Audience 1%,Cookie Poll,2345905323,Brand Awareness,Instagram Stories,$248.71,"  97,917 ",18
2021-10-18,Brand Awareness - Instagram Stories,Website Visitors,Cookie Poll,2341713241,Brand Awareness,Instagram Stories,$195.51,"  71,095 ",19
2021-10-19,Brand Awareness - Facebook+Instagram,Cookie Interests - 18-34,Slow-Mo Video,2348438397,Brand Awareness,Facebook+Instagram,$902.49,"  321,171 ",62
2021-10-19,Brand Awareness - Facebook+Instagram,Cookie Interests - 25-34,Slow-Mo Video,2341968907,Brand Awareness,Facebook+Instagram,$946.94,"  374,285 ",66
2021-10-19,Brand Awareness - Facebook+Instagram,Purchaser Lookalike Audience 2-5%,Slow-Mo Video,2344482216,Brand Awareness,Facebook+Instagram,"$2,411.24","  760,644 ",192
2021-10-19,Brand Awareness - Facebook+Instagram,Purchaser Lookalike Audience 1%,Slow-Mo Video,2343771880,Brand Awareness,Facebook+Instagram,$716.13,"  215,054 ",57
2021-10-19,Brand Awareness - Facebook+Instagram,Website Visitors,Slow-Mo Video,2348352637,Brand Awareness,Facebook+Instagram,$583.44,"  151,938 ",61
2021-10-19,Brand Awareness - Facebook+Instagram,Cookie Interests - 18-34,Chocolate Chunk Video,2340195723,Brand Awareness,Facebook+Instagram,$942.81,"  364,019 ",64
2021-10-19,Brand Awareness - Facebook+Instagram,Cookie Interests - 25-34,Chocolate Chunk Video,2345041086,Brand Awareness,Facebook+Instagram,$970.45,"  368,992 ",65
2021-10-19,Brand Awareness - Facebook+Instagram,Purchaser Lookalike Audience 2-5%,Chocolate Chunk Video,2344439122,Brand Awareness,Facebook+Instagram,"$2,447.88","  794,766 ",199
2021-10-19,Brand Awareness - Facebook+Instagram,Purchaser Lookalike Audience 1%,Chocolate Chunk Video,2342514859,Brand Awareness,Facebook+Instagram,$885.95,"  258,294 ",70
2021-10-19,Brand Awareness - Facebook+Instagram,Website Visitors,Chocolate Chunk Video,2340153859,Brand Awareness,Facebook+Instagram,$556.74,"  162,789 ",60
2021-10-19,Brand Awareness - Facebook+Instagram,Cookie Interests - 18-34,Chocolate Chunk Carousel,2348802358,Brand Awareness,Facebook+Instagram,$822.97,"  285,753 ",57
2021-10-19,Brand Awareness - Facebook+Instagram,Cookie Interests - 25-34,Chocolate Chunk Carousel,2344469921,Brand Awareness,Facebook+Instagram,$939.71,"  320,720 ",67
2021-10-19,Brand Awareness - Facebook+Instagram,Purchaser Lookalike Audience 2-5%,Chocolate Chunk Carousel,2343756859,Brand Awareness,Facebook+Instagram,"$2,132.82","  694,730 ",169
2021-10-19,Brand Awareness - Facebook+Instagram,Purchaser Lookalike Audience 1%,Chocolate Chunk Carousel,2343645835,Brand Awareness,Facebook+Instagram,$717.51,"  222,829 ",56
2021-10-19,Brand Awareness - Facebook+Instagram,Website Visitors,Chocolate Chunk Carousel,2343145229,Brand Awareness,Facebook+Instagram,$570.15,"  167,691 ",58
2021-10-19,Brand Awareness - Instagram Stories,Cookie Interests - 18-34,Cookie Poll,2341547820,Brand Awareness,Instagram Stories,$294.02,"  138,689 ",18
2021-10-19,Brand Awareness - Instagram Stories,Cookie Interests - 25-34,Cookie Poll,2343120456,Brand Awareness,Instagram Stories,$314.00,"  148,113 ",20
2021-10-19,Brand Awareness - Instagram Stories,Purchaser Lookalike Audience 2-5%,Cookie Poll,2344337612,Brand Awareness,Instagram Stories,$822.97,"  356,264 ",62
2021-10-19,Brand Awareness - Instagram Stories,Purchaser Lookalike Audience 1%,Cookie Poll,2345905323,Brand Awareness,Instagram Stories,$247.89,"  96,081 ",18
2021-10-19,Brand Awareness - Instagram Stories,Website Visitors,Cookie Poll,2341713241,Brand Awareness,Instagram Stories,$171.59,"  58,764 ",17
2021-10-20,Brand Awareness - Facebook+Instagram,Cookie Interests - 18-34,Slow-Mo Video,2348438397,Brand Awareness,Facebook+Instagram,$914.38,"  327,735 ",63
2021-10-20,Brand Awareness - Facebook+Instagram,Cookie Interests - 25-34,Slow-Mo Video,2341968907,Brand Awareness,Facebook+Instagram,$801.71,"  318,139 ",54
2021-10-20,Brand Awareness - Facebook+Instagram,Purchaser Lookalike Audience 2-5%,Slow-Mo Video,2344482216,Brand Awareness,Facebook+Instagram,"$2,397.25","  761,032 ",188
2021-10-20,Brand Awareness - Facebook+Instagram,Purchaser Lookalike Audience 1%,Slow-Mo Video,2343771880,Brand Awareness,Facebook+Instagram,$853.09,"  254,654 ",66
2021-10-20,Brand Awareness - Facebook+Instagram,Website Visitors,Slow-Mo Video,2348352637,Brand Awareness,Facebook+Instagram,$509.92,"  149,537 ",53
2021-10-20,Brand Awareness - Facebook+Instagram,Cookie Interests - 18-34,Chocolate Chunk Video,2340195723,Brand Awareness,Facebook+Instagram,$875.63,"  346,099 ",59
2021-10-20,Brand Awareness - Facebook+Instagram,Cookie Interests - 25-34,Chocolate Chunk Video,2345041086,Brand Awareness,Facebook+Instagram,$928.37,"  328,046 ",62
2021-10-20,Brand Awareness - Facebook+Instagram,Purchaser Lookalike Audience 2-5%,Chocolate Chunk Video,2344439122,Brand Awareness,Facebook+Instagram,"$2,374.39","  744,323 ",186
2021-10-20,Brand Awareness - Facebook+Instagram,Purchaser Lookalike Audience 1%,Chocolate Chunk Video,2342514859,Brand Awareness,Facebook+Instagram,$807.31,"  252,284 ",66
2021-10-20,Brand Awareness - Facebook+Instagram,Website Visitors,Chocolate Chunk Video,2340153859,Brand Awareness,Facebook+Instagram,$584.37,"  155,832 ",59
2021-10-20,Brand Awareness - Facebook+Instagram,Cookie Interests - 18-34,Chocolate Chunk Carousel,2348802358,Brand Awareness,Facebook+Instagram,$868.02,"  320,303 ",62
2021-10-20,Brand Awareness - Facebook+Instagram,Cookie Interests - 25-34,Chocolate Chunk Carousel,2344469921,Brand Awareness,Facebook+Instagram,$961.87,"  358,907 ",66
2021-10-20,Brand Awareness - Facebook+Instagram,Purchaser Lookalike Audience 2-5%,Chocolate Chunk Carousel,2343756859,Brand Awareness,Facebook+Instagram,"$2,325.13","  750,042 ",191
2021-10-20,Brand Awareness - Facebook+Instagram,Purchaser Lookalike Audience 1%,Chocolate Chunk Carousel,2343645835,Brand Awareness,Facebook+Instagram,$809.13,"  239,388 ",66
2021-10-20,Brand Awareness - Facebook+Instagram,Website Visitors,Chocolate Chunk Carousel,2343145229,Brand Awareness,Facebook+Instagram,$570.90,"  163,114 ",61
2021-10-20,Brand Awareness - Instagram Stories,Cookie Interests - 18-34,Cookie Poll,2341547820,Brand Awareness,Instagram Stories,$293.14,"  134,468 ",18
2021-10-20,Brand Awareness - Instagram Stories,Cookie Interests - 25-34,Cookie Poll,2343120456,Brand Awareness,Instagram Stories,$331.90,"  160,338 ",21
2021-10-20,Brand Awareness - Instagram Stories,Purchaser Lookalike Audience 2-5%,Cookie Poll,2344337612,Brand Awareness,Instagram Stories,$753.29,"  316,508 ",53
2021-10-20,Brand Awareness - Instagram Stories,Purchaser Lookalike Audience 1%,Cookie Poll,2345905323,Brand Awareness,Instagram Stories,$240.03,"  97,573 ",18
2021-10-20,Brand Awareness - Instagram Stories,Website Visitors,Cookie Poll,2341713241,Brand Awareness,Instagram Stories,$174.94,"  61,168 ",18
2021-10-21,Brand Awareness - Facebook+Instagram,Cookie Interests - 18-34,Slow-Mo Video,2348438397,Brand Awareness,Facebook+Instagram,$911.91,"  326,849 ",61
2021-10-21,Brand Awareness - Facebook+Instagram,Cookie Interests - 25-34,Slow-Mo Video,2341968907,Brand Awareness,Facebook+Instagram,$940.82,"  355,026 ",64
2021-10-21,Brand Awareness - Facebook+Instagram,Purchaser Lookalike Audience 2-5%,Slow-Mo Video,2344482216,Brand Awareness,Facebook+Instagram,"$2,199.81","  687,441 ",179
2021-10-21,Brand Awareness - Facebook+Instagram,Purchaser Lookalike Audience 1%,Slow-Mo Video,2343771880,Brand Awareness,Facebook+Instagram,$833.86,"  242,401 ",69
2021-10-21,Brand Awareness - Facebook+Instagram,Website Visitors,Slow-Mo Video,2348352637,Brand Awareness,Facebook+Instagram,$557.09,"  152,210 ",60
2021-10-21,Brand Awareness - Facebook+Instagram,Cookie Interests - 18-34,Chocolate Chunk Video,2340195723,Brand Awareness,Facebook+Instagram,$843.44,"  298,035 ",60
2021-10-21,Brand Awareness - Facebook+Instagram,Cookie Interests - 25-34,Chocolate Chunk Video,2345041086,Brand Awareness,Facebook+Instagram,$848.58,"  301,986 ",58
2021-10-21,Brand Awareness - Facebook+Instagram,Purchaser Lookalike Audience 2-5%,Chocolate Chunk Video,2344439122,Brand Awareness,Facebook+Instagram,"$2,380.26","  793,420 ",187
2021-10-21,Brand Awareness - Facebook+Instagram,Purchaser Lookalike Audience 1%,Chocolate Chunk Video,2342514859,Brand Awareness,Facebook+Instagram,$831.77,"  240,396 ",67
2021-10-21,Brand Awareness - Facebook+Instagram,Website Visitors,Chocolate Chunk Video,2340153859,Brand Awareness,Facebook+Instagram,$552.86,"  156,618 ",56
2021-10-21,Brand Awareness - Facebook+Instagram,Cookie Interests - 18-34,Chocolate Chunk Carousel,2348802358,Brand Awareness,Facebook+Instagram,$860.97,"  333,709 ",60
2021-10-21,Brand Awareness - Facebook+Instagram,Cookie Interests - 25-34,Chocolate Chunk Carousel,2344469921,Brand Awareness,Facebook+Instagram,$976.64,"  390,656 ",67
2021-10-21,Brand Awareness - Facebook+Instagram,Purchaser Lookalike Audience 2-5%,Chocolate Chunk Carousel,2343756859,Brand Awareness,Facebook+Instagram,"$2,381.04","  744,075 ",187
2021-10-21,Brand Awareness - Facebook+Instagram,Purchaser Lookalike Audience 1%,Chocolate Chunk Carousel,2343645835,Brand Awareness,Facebook+Instagram,$795.40,"  229,222 ",66
2021-10-21,Brand Awareness - Facebook+Instagram,Website Visitors,Chocolate Chunk Carousel,2343145229,Brand Awareness,Facebook+Instagram,$506.48,"  126,620 ",53
2021-10-21,Brand Awareness - Instagram Stories,Cookie Interests - 18-34,Cookie Poll,2341547820,Brand Awareness,Instagram Stories,$308.44,"  142,796 ",20
2021-10-21,Brand Awareness - Instagram Stories,Cookie Interests - 25-34,Cookie Poll,2343120456,Brand Awareness,Instagram Stories,$276.41,"  125,072 ",17
2021-10-21,Brand Awareness - Instagram Stories,Purchaser Lookalike Audience 2-5%,Cookie Poll,2344337612,Brand Awareness,Instagram Stories,$826.86,"  362,658 ",59
2021-10-21,Brand Awareness - Instagram Stories,Purchaser Lookalike Audience 1%,Cookie Poll,2345905323,Brand Awareness,Instagram Stories,$258.22,"  107,145 ",18
2021-10-21,Brand Awareness - Instagram Stories,Website Visitors,Cookie Poll,2341713241,Brand Awareness,Instagram Stories,$188.52,"  70,872 ",17
2021-10-22,Brand Awareness - Facebook+Instagram,Cookie Interests - 18-34,Slow-Mo Video,2348438397,Brand Awareness,Facebook+Instagram,$825.33,"  312,625 ",56
2021-10-22,Brand Awareness - Facebook+Instagram,Cookie Interests - 25-34,Slow-Mo Video,2341968907,Brand Awareness,Facebook+Instagram,$907.97,"  330,171 ",64
2021-10-22,Brand Awareness - Facebook+Instagram,Purchaser Lookalike Audience 2-5%,Slow-Mo Video,2344482216,Brand Awareness,Facebook+Instagram,"$2,235.80","  745,267 ",172
2021-10-22,Brand Awareness - Facebook+Instagram,Purchaser Lookalike Audience 1%,Slow-Mo Video,2343771880,Brand Awareness,Facebook+Instagram,$800.20,"  236,746 ",62
2021-10-22,Brand Awareness - Facebook+Instagram,Website Visitors,Slow-Mo Video,2348352637,Brand Awareness,Facebook+Instagram,$530.10,"  146,436 ",56
2021-10-22,Brand Awareness - Facebook+Instagram,Cookie Interests - 18-34,Chocolate Chunk Video,2340195723,Brand Awareness,Facebook+Instagram,$811.65,"  318,294 ",57
2021-10-22,Brand Awareness - Facebook+Instagram,Cookie Interests - 25-34,Chocolate Chunk Video,2345041086,Brand Awareness,Facebook+Instagram,$858.11,"  294,883 ",58
2021-10-22,Brand Awareness - Facebook+Instagram,Purchaser Lookalike Audience 2-5%,Chocolate Chunk Video,2344439122,Brand Awareness,Facebook+Instagram,"$2,017.05","  672,350 ",163
2021-10-22,Brand Awareness - Facebook+Instagram,Purchaser Lookalike Audience 1%,Chocolate Chunk Video,2342514859,Brand Awareness,Facebook+Instagram,$777.71,"  226,078 ",61
2021-10-22,Brand Awareness - Facebook+Instagram,Website Visitors,Chocolate Chunk Video,2340153859,Brand Awareness,Facebook+Instagram,$598.21,"  173,898 ",62
2021-10-22,Brand Awareness - Facebook+Instagram,Cookie Interests - 18-34,Chocolate Chunk Carousel,2348802358,Brand Awareness,Facebook+Instagram,$804.55,"  313,054 ",57
2021-10-22,Brand Awareness - Facebook+Instagram,Cookie Interests - 25-34,Chocolate Chunk Carousel,2344469921,Brand Awareness,Facebook+Instagram,$939.22,"  344,037 ",64
2021-10-22,Brand Awareness - Facebook+Instagram,Purchaser Lookalike Audience 2-5%,Chocolate Chunk Carousel,2343756859,Brand Awareness,Facebook+Instagram,"$2,398.33","  763,799 ",194
2021-10-22,Brand Awareness - Facebook+Instagram,Purchaser Lookalike Audience 1%,Chocolate Chunk Carousel,2343645835,Brand Awareness,Facebook+Instagram,$897.04,"  267,773 ",71
2021-10-22,Brand Awareness - Facebook+Instagram,Website Visitors,Chocolate Chunk Carousel,2343145229,Brand Awareness,Facebook+Instagram,$552.72,"  145,071 ",57
2021-10-22,Brand Awareness - Instagram Stories,Cookie Interests - 18-34,Cookie Poll,2341547820,Brand Awareness,Instagram Stories,$299.81,"  140,098 ",19
2021-10-22,Brand Awareness - Instagram Stories,Cookie Interests - 25-34,Cookie Poll,2343120456,Brand Awareness,Instagram Stories,$324.90,"  144,400 ",21
2021-10-22,Brand Awareness - Instagram Stories,Purchaser Lookalike Audience 2-5%,Cookie Poll,2344337612,Brand Awareness,Instagram Stories,$827.23,"  359,665 ",60
2021-10-22,Brand Awareness - Instagram Stories,Purchaser Lookalike Audience 1%,Cookie Poll,2345905323,Brand Awareness,Instagram Stories,$290.89,"  118,248 ",21
2021-10-22,Brand Awareness - Instagram Stories,Website Visitors,Cookie Poll,2341713241,Brand Awareness,Instagram Stories,$174.89,"  60,307 ",17
2021-10-23,Brand Awareness - Facebook+Instagram,Cookie Interests - 18-34,Slow-Mo Video,2348438397,Brand Awareness,Facebook+Instagram,$853.64,"  327,065 ",59
2021-10-23,Brand Awareness - Facebook+Instagram,Cookie Interests - 25-34,Slow-Mo Video,2341968907,Brand Awareness,Facebook+Instagram,$932.60,"  329,541 ",64
2021-10-23,Brand Awareness - Facebook+Instagram,Purchaser Lookalike Audience 2-5%,Slow-Mo Video,2344482216,Brand Awareness,Facebook+Instagram,"$2,256.69","  705,216 ",182
2021-10-23,Brand Awareness - Facebook+Instagram,Purchaser Lookalike Audience 1%,Slow-Mo Video,2343771880,Brand Awareness,Facebook+Instagram,$742.97,"  225,142 ",58
2021-10-23,Brand Awareness - Facebook+Instagram,Website Visitors,Slow-Mo Video,2348352637,Brand Awareness,Facebook+Instagram,$529.40,"  144,251 ",58
2021-10-23,Brand Awareness - Facebook+Instagram,Cookie Interests - 18-34,Chocolate Chunk Video,2340195723,Brand Awareness,Facebook+Instagram,$933.34,"  313,201 ",63
2021-10-23,Brand Awareness - Facebook+Instagram,Cookie Interests - 25-34,Chocolate Chunk Video,2345041086,Brand Awareness,Facebook+Instagram,$997.03,"  343,803 ",69
2021-10-23,Brand Awareness - Facebook+Instagram,Purchaser Lookalike Audience 2-5%,Chocolate Chunk Video,2344439122,Brand Awareness,Facebook+Instagram,"$2,170.89","  686,991 ",178
2021-10-23,Brand Awareness - Facebook+Instagram,Purchaser Lookalike Audience 1%,Chocolate Chunk Video,2342514859,Brand Awareness,Facebook+Instagram,$759.72,"  224,106 ",58
2021-10-23,Brand Awareness - Facebook+Instagram,Website Visitors,Chocolate Chunk Video,2340153859,Brand Awareness,Facebook+Instagram,$569.52,"  148,700 ",63
2021-10-23,Brand Awareness - Facebook+Instagram,Cookie Interests - 18-34,Chocolate Chunk Carousel,2348802358,Brand Awareness,Facebook+Instagram,$885.43,"  312,873 ",62
2021-10-23,Brand Awareness - Facebook+Instagram,Cookie Interests - 25-34,Chocolate Chunk Carousel,2344469921,Brand Awareness,Facebook+Instagram,$888.46,"  310,650 ",63
