Date,Google Analytics Source,Google Analytics Medium,Google Analytics Campaign,Google Analytics Content,Transactions,Revenue
2021-10-09,facebook,paid_social,october_cookie_campaign,2344469921,0,$0.00
2021-10-09,wholesalersRus,affiliate,20_off_promo,wholesale_tid_5678,28,"$6,016.08"
2021-10-09,facebook,paid_social,october_cookie_campaign,2348209932,7,"$1,472.52"
2021-10-09,facebook,paid_social,october_cookie_campaign,2344439122,0,$0.00
2021-10-09,Facebook,paid_social,october_cookie_campaign,2347612187,2,$580.04
2021-10-09,Facebook,paid_social,october_cookie_campaign,2341277126,2,$474.10
2021-10-09,instagram_stories,paid_social,october_cookie_campaign,2348672809,2,$490.94
2021-10-09,instagram_stories,paid_social,october_cookie_campaign,2341547820,0,$0.00
2021-10-09,facebook,paid_social,october_cookie_campaign,2344482216,0,$0.00
2021-10-09,facebook,paid_social,october_cookie_campaign,2348802358,0,$0.00
2021-10-09,facebook,paid_social,october_cookie_campaign,2348352637,0,$0.00
2021-10-09,google,ppc,october_ppc_cookie_campaign,cookie+vouchers,200,"$43,042.00"
2021-10-09,facebook,paid_social,october_cookie_campaign,2344235838,1,$239.96
2021-10-09,facebook,paid_social,october_cookie_campaign,2343645835,0,$0.00
2021-10-09,facebook,paid_social,october_cookie_campaign,2347689348,1,$292.51
2021-10-09,facebook,paid_social,october_cookie_campaign,2344391120,3,$873.96
2021-10-09,facebook,paid_social,october_cookie_campaign,2344751613,0,$0.00
2021-10-09,google,ppc,october_ppc_cookie_campaign,cookies+wholesale,242,"$52,920.56"
2021-10-09,instagram_stories,paid_social,october_cookie_campaign,2343736709,1,$282.71
2021-10-09,wholesalersRus,affiliate,20_off_promo,wholesale_tid_9761,26,"$6,446.44"
2021-10-09,pinterest,paid_social,october_cookie_campaign,89651461,0,$0.00
2021-10-09,facebook,paid_social,october_cookie_campaign,2346072181,1,$223.06
2021-10-09,Facebook,paid_social,october_cookie_campaign,2341979950,3,$883.71
2021-10-09,amazon,programmatic,always_on_cookies,56790933026,26,"$5,931.64"
2021-10-09,facebook,paid_social,october_cookie_campaign,2346384085,1,$232.61
2021-10-09,Facebook,paid_social,october_cookie_campaign,2341424876,1,$282.42
2021-10-09,facebook,paid_social,october_cookie_campaign,2340219276,1,$281.58
2021-10-09,facebook,paid_social,october_cookie_campaign,2346249545,1,$282.41
2021-10-09,facebook,paid_social,october_cookie_campaign,2343171260,2,$490.24
2021-10-09,pinterest,paid_social,october_cookie_campaign,89651764,0,$0.00
2021-10-09,instagram_stories,paid_social,october_cookie_campaign,2345784317,1,$183.95
2021-10-09,bing,ppc,october_ppc_cookie_campaign,chocolate+cookies+today,42,"$8,840.58"
2021-10-09,pinterest,paid_social,october_cookie_campaign,89654196,0,$0.00
2021-10-09,pinterest,paid_social,october_cookie_campaign,89652298,2,$575.02
2021-10-09,pinterest,paid_social,october_cookie_campaign,89658228,0,$0.00
2021-10-09,facebook,paid_social,october_cookie_campaign,2343756859,0,$0.00
2021-10-09,facebook,paid_social,october_cookie_campaign,2344843950,1,$195.41
2021-10-09,Facebook,paid_social,october_cookie_campaign,2340970988,4,"$1,121.60"
2021-10-09,facebook,paid_social,october_cookie_campaign,2341365494,2,$511.68
2021-10-09,facebook,paid_social,october_cookie_campaign,2342240382,3,$617.70
2021-10-09,pinterest,paid_social,october_cookie_campaign,89655052,2,$572.38
2021-10-09,instagram_stories,paid_social,october_cookie_campaign,2343120456,0,$0.00
2021-10-09,bing,ppc,october_ppc_cookie_campaign,cookie+vouchers,48,"$13,323.84"
2021-10-10,facebook,paid_social,october_cookie_campaign,2344843950,1,$206.26
2021-10-10,wholesalersRus,affiliate,20_off_promo,wholesale2_tid_8342,4,"$6,123.48"
2021-10-10,facebook,paid_social,october_cookie_campaign,2348352637,0,$0.00
2021-10-10,pinterest,paid_social,october_cookie_campaign,89653701,0,$0.00
2021-10-10,google,ppc,october_ppc_cookie_campaign,cookies+order+online,214,"$53,099.82"
2021-10-10,facebook,paid_social,october_cookie_campaign,2344482216,0,$0.00
2021-10-10,wholesalersRus,affiliate,20_off_promo,wholesale_tid_9761,16,"$4,424.64"
2021-10-10,facebook,paid_social,october_cookie_campaign,2347458197,4,"$1,121.52"
2021-10-10,instagram_stories,paid_social,october_cookie_campaign,2348557655,0,$0.00
2021-10-10,bing,ppc,october_ppc_cookie_campaign,cookie+vouchers,44,"$8,549.20"
2021-10-10,facebook,paid_social,october_cookie_campaign,2344235838,2,$548.06
2021-10-10,facebook,paid_social,october_cookie_campaign,2346072181,1,$266.89
2021-10-10,facebook,paid_social,october_cookie_campaign,2348601871,1,$236.27
2021-10-10,bing,ppc,october_ppc_cookie_campaign,cookies+wholesale,40,"$11,222.40"
2021-10-10,pinterest,paid_social,october_cookie_campaign,89654196,6,"$1,783.20"
2021-10-10,wholesalersRus,affiliate,20_off_promo,wholesale_tid_5678,26,"$7,655.96"
2021-10-10,amazon,programmatic,always_on_cookies,56790903023,24,"$6,471.60"
2021-10-10,facebook,paid_social,october_cookie_campaign,2343171260,1,$183.98
2021-10-10,facebook,paid_social,october_cookie_campaign,2341365494,0,$0.00
2021-10-10,facebook,paid_social,october_cookie_campaign,2347100098,1,$279.38
2021-10-10,facebook,paid_social,october_cookie_campaign,2347689348,1,$188.79
2021-10-10,bing,ppc,october_ppc_cookie_campaign,cookie+gift+bundle,48,"$10,918.08"
2021-10-10,facebook,paid_social,october_cookie_campaign,2340153859,0,$0.00
2021-10-10,amazon,programmatic,always_on_cookies,56756903049,24,"$7,051.92"
2021-10-10,Facebook,paid_social,october_cookie_campaign,2340970988,0,$0.00
2021-10-10,facebook,paid_social,october_cookie_campaign,2344439122,1,$249.09
2021-10-10,facebook,paid_social,october_cookie_campaign,2348209932,3,$800.61
2021-10-10,facebook,paid_social,october_cookie_campaign,2342763326,1,$245.23
2021-10-10,pinterest,paid_social,october_cookie_campaign,89651764,0,$0.00
2021-10-10,Facebook,paid_social,october_cookie_campaign,2343648870,3,$586.77
2021-10-10,google,ppc,october_ppc_cookie_campaign,oat+and+nut+cookies,208,"$53,516.32"
2021-10-10,facebook,paid_social,october_cookie_campaign,2346763930,3,$784.20
2021-10-10,Facebook,paid_social,october_cookie_campaign,2341277126,2,$524.06
2021-10-10,bing,ppc,october_ppc_cookie_campaign,oat+and+nut+cookies,58,"$15,751.06"
2021-10-10,Facebook,paid_social,october_cookie_campaign,2342630915,1,$233.56
2021-10-10,instagram_stories,paid_social,october_cookie_campaign,2345784317,1,$291.17
2021-10-10,facebook,paid_social,october_cookie_campaign,2344751613,1,$253.42
2021-10-10,Facebook,paid_social,october_cookie_campaign,2341424876,2,$507.82
2021-10-10,facebook,paid_social,october_cookie_campaign,2343145229,0,$0.00
2021-10-10,Facebook,paid_social,october_cookie_campaign,2341979950,1,$229.33
2021-10-10,pinterest,paid_social,october_cookie_campaign,89655052,0,$0.00
2021-10-10,instagram_stories,paid_social,october_cookie_campaign,2348672809,1,$184.75
2021-10-10,instagram_stories,paid_social,october_cookie_campaign,2341713241,0,$0.00
2021-10-10,facebook,paid_social,october_cookie_campaign,2348438397,0,$0.00
2021-10-10,facebook,paid_social,october_cookie_campaign,2341968907,0,$0.00
2021-10-10,pinterest,paid_social,october_cookie_campaign,89658228,2,$531.96
2021-10-10,facebook,paid_social,october_cookie_campaign,2343645835,0,$0.00
2021-10-10,google,ppc,october_ppc_cookie_campaign,cookies+wholesale,246,"$64,759.50"
2021-10-10,facebook,paid_social,october_cookie_campaign,2341694718,0,$0.00
2021-10-10,facebook,paid_social,october_cookie_campaign,2342514859,0,$0.00
2021-10-10,instagram_stories,paid_social,october_cookie_campaign,2343120456,0,$0.00
2021-10-10,facebook,paid_social,october_cookie_campaign,2343687120,2,$426.50
2021-10-10,facebook,paid_social,october_cookie_campaign,2344608667,3,$770.22
2021-10-10,facebook,paid_social,october_cookie_campaign,2343756859,0,$0.00
2021-10-10,facebook,paid_social,october_cookie_campaign,2347300192,0,$0.00
2021-10-10,google,ppc,october_ppc_cookie_campaign,cookie+gift+bundle,216,"$41,927.76"
2021-10-10,facebook,paid_social,october_cookie_campaign,2346384085,1,$184.24
2021-10-10,instagram_stories,paid_social,october_cookie_campaign,2344337612,0,$0.00
2021-10-10,pinterest,paid_social,october_cookie_campaign,89650642,2,$566.36
2021-10-10,facebook,paid_social,october_cookie_campaign,2346249545,1,$281.69
2021-10-10,Facebook,paid_social,october_cookie_campaign,2347510410,0,$0.00
2021-10-10,google,ppc,october_ppc_cookie_campaign,chocolate+cookies+today,202,"$48,776.94"
2021-10-10,facebook,paid_social,october_cookie_campaign,2342168712,3,$728.70
2021-10-10,instagram_stories,paid_social,october_cookie_campaign,2345905323,0,$0.00
2021-10-10,facebook,paid_social,october_cookie_campaign,2345041086,0,$0.00
2021-10-10,pinterest,paid_social,october_cookie_campaign,89652298,2,$398.74
2021-10-10,facebook,paid_social,october_cookie_campaign,2342240382,3,$860.49
2021-10-10,facebook,paid_social,october_cookie_campaign,2344469921,0,$0.00
2021-10-10,Facebook,paid_social,october_cookie_campaign,2347612187,0,$0.00
2021-10-10,facebook,paid_social,october_cookie_campaign,2340195723,0,$0.00
2021-10-10,amazon,programmatic,always_on_cookies,56790933026,20,"$4,010.20"
2021-10-10,facebook,paid_social,october_cookie_campaign,2345132842,0,$0.00
2021-10-10,pinterest,paid_social,october_cookie_campaign,89651342,0,$0.00
2021-10-10,instagram_stories,paid_social,october_cookie_campaign,2341547820,0,$0.00
2021-10-10,facebook,paid_social,october_cookie_campaign,2340219276,0,$0.00
2021-10-10,facebook,paid_social,october_cookie_campaign,2343771880,0,$0.00
2021-10-10,facebook,paid_social,october_cookie_campaign,2344541199,3,$812.52
2021-10-10,facebook,paid_social,october_cookie_campaign,2346144342,1,$224.09
2021-10-10,instagram_stories,paid_social,october_cookie_campaign,2343736709,3,$865.17
2021-10-10,bing,ppc,october_ppc_cookie_campaign,chocolate+cookies+today,48,"$10,130.88"
2021-10-10,bing,ppc,october_ppc_cookie_campaign,cookies+order+online,52,"$14,487.20"
2021-10-10,pinterest,paid_social,october_cookie_campaign,89651461,0,$0.00
2021-10-10,google,ppc,october_ppc_cookie_campaign,cookie+vouchers,226,"$65,167.10"
2021-10-10,facebook,paid_social,october_cookie_campaign,2348802358,0,$0.00
2021-10-10,facebook,paid_social,october_cookie_campaign,2344391120,3,$896.07
2021-10-11,instagram_stories,paid_social,october_cookie_campaign,2343120456,0,$0.00
2021-10-11,facebook,paid_social,october_cookie_campaign,2342240382,3,$689.67
2021-10-11,bing,ppc,october_ppc_cookie_campaign,oat+and+nut+cookies,25,"$5,250.75"
2021-10-11,facebook,paid_social,october_cookie_campaign,2342763326,0,$0.00
2021-10-11,pinterest,paid_social,october_cookie_campaign,89653701,0,$0.00
2021-10-11,Facebook,paid_social,october_cookie_campaign,2340970988,2,$541.68
2021-10-11,facebook,paid_social,october_cookie_campaign,2346072181,1,$217.77
2021-10-11,wholesalersRus,affiliate,20_off_promo,wholesale_tid_5678,10,"$2,806.60"
2021-10-11,bing,ppc,october_ppc_cookie_campaign,cookies+wholesale,25,"$6,697.50"
2021-10-11,facebook,paid_social,october_cookie_campaign,2347458197,2,$582.24
2021-10-11,facebook,paid_social,october_cookie_campaign,2348352637,0,$0.00
2021-10-11,facebook,paid_social,october_cookie_campaign,2343771880,0,$0.00
2021-10-11,facebook,paid_social,october_cookie_campaign,2340153859,0,$0.00
2021-10-11,facebook,paid_social,october_cookie_campaign,2346384085,1,$214.61
2021-10-11,facebook,paid_social,october_cookie_campaign,2344391120,2,$421.96
2021-10-11,Facebook,paid_social,october_cookie_campaign,2343648870,1,$208.16
2021-10-11,facebook,paid_social,october_cookie_campaign,2342168712,2,$477.56
2021-10-11,google,ppc,october_ppc_cookie_campaign,cookies+wholesale,105,"$29,995.35"
2021-10-11,google,ppc,october_ppc_cookie_campaign,chocolate+cookies+today,109,"$20,137.75"
2021-10-11,instagram_stories,paid_social,october_cookie_campaign,2345784317,0,$0.00
2021-10-11,facebook,paid_social,october_cookie_campaign,2340219276,1,$210.19
2021-10-11,google,ppc,october_ppc_cookie_campaign,oat+and+nut+cookies,106,"$23,915.72"
2021-10-11,facebook,paid_social,october_cookie_campaign,2341365494,0,$0.00
2021-10-11,facebook,paid_social,october_cookie_campaign,2340195723,0,$0.00
2021-10-11,facebook,paid_social,october_cookie_campaign,2344751613,1,$283.81
2021-10-11,bing,ppc,october_ppc_cookie_campaign,chocolate+cookies+today,30,"$7,477.50"
2021-10-11,facebook,paid_social,october_cookie_campaign,2343171260,2,$498.28
2021-10-11,facebook,paid_social,october_cookie_campaign,2348802358,0,$0.00
2021-10-11,facebook,paid_social,october_cookie_campaign,2345132842,0,$0.00
2021-10-11,Facebook,paid_social,october_cookie_campaign,2341979950,1,$269.26
2021-10-11,Facebook,paid_social,october_cookie_campaign,2342630915,1,$203.02
2021-10-11,instagram_stories,paid_social,october_cookie_campaign,2341713241,0,$0.00
2021-10-11,instagram_stories,paid_social,october_cookie_campaign,2345905323,0,$0.00
2021-10-11,facebook,paid_social,october_cookie_campaign,2343645835,0,$0.00
2021-10-11,bing,ppc,october_ppc_cookie_campaign,cookie+gift+bundle,21,"$5,705.70"
2021-10-11,wholesalersRus,affiliate,20_off_promo,wholesale2_tid_8342,3,"$7,789.89"
2021-10-11,wholesalersRus,affiliate,20_off_promo,wholesale_tid_9761,9,"$2,252.70"
2021-10-11,facebook,paid_social,october_cookie_campaign,2344843950,1,$207.71
2021-10-11,facebook,paid_social,october_cookie_campaign,2344469921,0,$0.00
2021-10-11,bing,ppc,october_ppc_cookie_campaign,cookie+vouchers,25,"$6,645.00"
2021-10-11,instagram_stories,paid_social,october_cookie_campaign,2344337612,0,$0.00
2021-10-11,facebook,paid_social,october_cookie_campaign,2344439122,0,$0.00
2021-10-11,facebook,paid_social,october_cookie_campaign,2341694718,0,$0.00
2021-10-11,facebook,paid_social,october_cookie_campaign,2346144342,1,$279.44
2021-10-11,instagram_stories,paid_social,october_cookie_campaign,2348557655,4,"$1,089.68"
2021-10-11,facebook,paid_social,october_cookie_campaign,2343756859,0,$0.00
2021-10-11,facebook,paid_social,october_cookie_campaign,2344482216,0,$0.00
2021-10-11,facebook,paid_social,october_cookie_campaign,2347689348,2,$508.98
2021-10-11,instagram_stories,paid_social,october_cookie_campaign,2341547820,0,$0.00
2021-10-11,pinterest,paid_social,october_cookie_campaign,89651461,0,$0.00
2021-10-11,pinterest,paid_social,october_cookie_campaign,89658228,0,$0.00
2021-10-11,facebook,paid_social,october_cookie_campaign,2343687120,2,$537.20
2021-10-11,facebook,paid_social,october_cookie_campaign,2345041086,0,$0.00
2021-10-11,google,ppc,october_ppc_cookie_campaign,cookie+vouchers,121,"$27,013.25"
2021-10-11,amazon,programmatic,always_on_cookies,56756903049,14,"$2,684.92"
2021-10-11,facebook,paid_social,october_cookie_campaign,2343145229,0,$0.00
2021-10-11,pinterest,paid_social,october_cookie_campaign,89655052,0,$0.00
2021-10-11,instagram_stories,paid_social,october_cookie_campaign,2343736709,2,$517.62
2021-10-11,pinterest,paid_social,october_cookie_campaign,89651764,0,$0.00
2021-10-11,Facebook,paid_social,october_cookie_campaign,2341424876,0,$0.00
2021-10-11,pinterest,paid_social,october_cookie_campaign,89652298,0,$0.00
2021-10-11,google,ppc,october_ppc_cookie_campaign,cookies+order+online,115,"$25,189.60"
2021-10-11,facebook,paid_social,october_cookie_campaign,2347300192,2,$455.12
2021-10-11,pinterest,paid_social,october_cookie_campaign,89654196,0,$0.00
2021-10-11,google,ppc,october_ppc_cookie_campaign,cookie+gift+bundle,108,"$23,380.92"
2021-10-11,pinterest,paid_social,october_cookie_campaign,89651342,1,$208.94
2021-10-11,facebook,paid_social,october_cookie_campaign,2342514859,0,$0.00
2021-10-11,facebook,paid_social,october_cookie_campaign,2344541199,1,$224.61
2021-10-11,facebook,paid_social,october_cookie_campaign,2344608667,1,$281.88
2021-10-11,facebook,paid_social,october_cookie_campaign,2348601871,1,$252.77
2021-10-11,bing,ppc,october_ppc_cookie_campaign,cookies+order+online,26,"$6,263.92"
2021-10-11,facebook,paid_social,october_cookie_campaign,2344235838,0,$0.00
2021-10-11,facebook,paid_social,october_cookie_campaign,2346249545,2,$366.80
2021-10-11,instagram_stories,paid_social,october_cookie_campaign,2348672809,0,$0.00
2021-10-11,amazon,programmatic,always_on_cookies,56790933026,10,"$2,032.50"
2021-10-11,facebook,paid_social,october_cookie_campaign,2348209932,3,$666.24
2021-10-11,facebook,paid_social,october_cookie_campaign,2341968907,0,$0.00
2021-10-11,Facebook,paid_social,october_cookie_campaign,2347510410,1,$222.93
2021-10-11,facebook,paid_social,october_cookie_campaign,2348438397,0,$0.00
2021-10-11,amazon,programmatic,always_on_cookies,56790903023,15,"$3,499.05"
2021-10-11,Facebook,paid_social,october_cookie_campaign,2347612187,2,$420.38
2021-10-11,facebook,paid_social,october_cookie_campaign,2346763930,2,$548.28
2021-10-11,Facebook,paid_social,october_cookie_campaign,2341277126,3,$724.20
2021-10-11,pinterest,paid_social,october_cookie_campaign,89650642,2,$401.68
2021-10-11,facebook,paid_social,october_cookie_campaign,2347100098,1,$199.85
2021-10-12,instagram_stories,paid_social,october_cookie_campaign,2341713241,0,$0.00
2021-10-12,facebook,paid_social,october_cookie_campaign,2344235838,0,$0.00
2021-10-12,google,ppc,october_ppc_cookie_campaign,oat+and+nut+cookies,123,"$24,548.34"
2021-10-12,facebook,paid_social,october_cookie_campaign,2348352637,0,$0.00
2021-10-12,facebook,paid_social,october_cookie_campaign,2344541199,3,$872.67
2021-10-12,wholesalersRus,affiliate,20_off_promo,wholesale2_tid_8342,0,$0.00
2021-10-12,instagram_stories,paid_social,october_cookie_campaign,2345905323,0,$0.00
2021-10-12,pinterest,paid_social,october_cookie_campaign,89655052,1,$200.26
2021-10-12,bing,ppc,october_ppc_cookie_campaign,cookie+gift+bundle,26,"$7,622.68"
2021-10-12,pinterest,paid_social,october_cookie_campaign,89651764,3,$557.28
2021-10-12,google,ppc,october_ppc_cookie_campaign,cookies+order+online,125,"$31,200.00"
2021-10-12,facebook,paid_social,october_cookie_campaign,2343645835,0,$0.00
2021-10-12,google,ppc,october_ppc_cookie_campaign,cookies+wholesale,106,"$29,046.12"
2021-10-12,amazon,programmatic,always_on_cookies,56790903023,12,"$2,756.40"
2021-10-12,Facebook,paid_social,october_cookie_campaign,2341424876,2,$444.74
2021-10-12,facebook,paid_social,october_cookie_campaign,2342240382,1,$252.24
2021-10-12,instagram_stories,paid_social,october_cookie_campaign,2345784317,1,$265.33
2021-10-12,facebook,paid_social,october_cookie_campaign,2347100098,1,$261.25
2021-10-12,facebook,paid_social,october_cookie_campaign,2342763326,1,$192.19
2021-10-12,Facebook,paid_social,october_cookie_campaign,2341979950,1,$243.27
2021-10-12,amazon,programmatic,always_on_cookies,56790933026,12,"$3,343.68"
2021-10-12,bing,ppc,october_ppc_cookie_campaign,cookies+wholesale,26,"$6,841.38"
2021-10-12,facebook,paid_social,october_cookie_campaign,2345041086,0,$0.00
2021-10-12,Facebook,paid_social,october_cookie_campaign,2343648870,1,$298.64
2021-10-12,facebook,paid_social,october_cookie_campaign,2347458197,3,$630.51
2021-10-12,Facebook,paid_social,october_cookie_campaign,2341277126,2,$496.52
2021-10-12,facebook,paid_social,october_cookie_campaign,2346144342,2,$367.36
2021-10-12,pinterest,paid_social,october_cookie_campaign,89650642,4,"$1,130.36"
2021-10-12,google,ppc,october_ppc_cookie_campaign,cookie+gift+bundle,115,"$23,538.20"
2021-10-12,facebook,paid_social,october_cookie_campaign,2346384085,1,$271.04
2021-10-12,facebook,paid_social,october_cookie_campaign,2347300192,2,$514.52
2021-10-12,google,ppc,october_ppc_cookie_campaign,cookie+vouchers,106,"$26,277.40"
2021-10-12,pinterest,paid_social,october_cookie_campaign,89651461,0,$0.00
2021-10-12,facebook,paid_social,october_cookie_campaign,2342514859,0,$0.00
2021-10-12,facebook,paid_social,october_cookie_campaign,2344843950,0,$0.00
2021-10-12,instagram_stories,paid_social,october_cookie_campaign,2343120456,0,$0.00
2021-10-12,instagram_stories,paid_social,october_cookie_campaign,2348557655,3,$545.10
2021-10-12,bing,ppc,october_ppc_cookie_campaign,cookies+order+online,21,"$5,352.48"
2021-10-12,facebook,paid_social,october_cookie_campaign,2348209932,1,$205.60
2021-10-12,facebook,paid_social,october_cookie_campaign,2344482216,0,$0.00
2021-10-12,instagram_stories,paid_social,october_cookie_campaign,2344337612,0,$0.00
2021-10-12,pinterest,paid_social,october_cookie_campaign,89652298,0,$0.00
2021-10-12,pinterest,paid_social,october_cookie_campaign,89653701,0,$0.00
2021-10-12,facebook,paid_social,october_cookie_campaign,2343145229,0,$0.00
2021-10-12,wholesalersRus,affiliate,20_off_promo,wholesale_tid_5678,15,"$3,873.30"
2021-10-12,bing,ppc,october_ppc_cookie_campaign,cookie+vouchers,29,"$6,296.48"
2021-10-12,instagram_stories,paid_social,october_cookie_campaign,2343736709,0,$0.00
2021-10-12,facebook,paid_social,october_cookie_campaign,2348802358,0,$0.00
2021-10-12,facebook,paid_social,october_cookie_campaign,2344608667,2,$495.56
2021-10-12,pinterest,paid_social,october_cookie_campaign,89654196,0,$0.00
2021-10-12,facebook,paid_social,october_cookie_campaign,2346072181,1,$284.84
2021-10-12,facebook,paid_social,october_cookie_campaign,2343771880,0,$0.00
2021-10-12,facebook,paid_social,october_cookie_campaign,2343756859,0,$0.00
2021-10-12,google,ppc,october_ppc_cookie_campaign,chocolate+cookies+today,106,"$30,448.50"
2021-10-12,facebook,paid_social,october_cookie_campaign,2341694718,0,$0.00
2021-10-12,facebook,paid_social,october_cookie_campaign,2343171260,3,$899.10
2021-10-12,pinterest,paid_social,october_cookie_campaign,89658228,0,$0.00
2021-10-12,facebook,paid_social,october_cookie_campaign,2340195723,0,$0.00
2021-10-12,facebook,paid_social,october_cookie_campaign,2345132842,1,$200.34
2021-10-12,bing,ppc,october_ppc_cookie_campaign,chocolate+cookies+today,27,"$6,885.27"
2021-10-12,facebook,paid_social,october_cookie_campaign,2344751613,1,$209.21
2021-10-12,facebook,paid_social,october_cookie_campaign,2343687120,3,$725.97
2021-10-12,facebook,paid_social,october_cookie_campaign,2347689348,0,$0.00
2021-10-12,bing,ppc,october_ppc_cookie_campaign,oat+and+nut+cookies,26,"$7,729.02"
2021-10-12,facebook,paid_social,october_cookie_campaign,2341968907,0,$0.00
2021-10-12,Facebook,paid_social,october_cookie_campaign,2347510410,3,$815.49
2021-10-12,Facebook,paid_social,october_cookie_campaign,2340970988,1,$234.67
2021-10-12,facebook,paid_social,october_cookie_campaign,2340153859,1,$251.30
2021-10-12,wholesalersRus,affiliate,20_off_promo,wholesale_tid_9761,11,"$2,798.18"
2021-10-12,facebook,paid_social,october_cookie_campaign,2348601871,1,$260.49
2021-10-12,instagram_stories,paid_social,october_cookie_campaign,2348672809,1,$244.91
2021-10-12,facebook,paid_social,october_cookie_campaign,2340219276,1,$279.42
2021-10-12,facebook,paid_social,october_cookie_campaign,2346249545,0,$0.00
2021-10-12,facebook,paid_social,october_cookie_campaign,2344391120,2,$503.18
2021-10-12,facebook,paid_social,october_cookie_campaign,2341365494,0,$0.00
2021-10-12,amazon,programmatic,always_on_cookies,56756903049,12,"$2,193.48"
2021-10-12,facebook,paid_social,october_cookie_campaign,2344439122,0,$0.00
2021-10-12,facebook,paid_social,october_cookie_campaign,2346763930,1,$234.56
2021-10-12,instagram_stories,paid_social,october_cookie_campaign,2341547820,0,$0.00
2021-10-12,facebook,paid_social,october_cookie_campaign,2344469921,0,$0.00
2021-10-12,pinterest,paid_social,october_cookie_campaign,89651342,3,$772.05
2021-10-12,facebook,paid_social,october_cookie_campaign,2348438397,0,$0.00
2021-10-12,facebook,paid_social,october_cookie_campaign,2342168712,2,$490.54
2021-10-12,Facebook,paid_social,october_cookie_campaign,2342630915,2,$551.60
2021-10-12,Facebook,paid_social,october_cookie_campaign,2347612187,0,$0.00
2021-10-13,google,ppc,october_ppc_cookie_campaign,cookies+order+online,121,"$23,630.09"
2021-10-13,wholesalersRus,affiliate,20_off_promo,wholesale2_tid_8342,1,"$3,877.66"
2021-10-13,facebook,paid_social,october_cookie_campaign,2343145229,0,$0.00
2021-10-13,google,ppc,october_ppc_cookie_campaign,cookie+gift+bundle,105,"$27,936.30"
2021-10-13,facebook,paid_social,october_cookie_campaign,2347100098,1,$185.35
2021-10-13,facebook,paid_social,october_cookie_campaign,2342240382,0,$0.00
2021-10-13,facebook,paid_social,october_cookie_campaign,2344439122,0,$0.00
2021-10-13,facebook,paid_social,october_cookie_campaign,2340219276,1,$280.66
2021-10-13,facebook,paid_social,october_cookie_campaign,2346249545,2,$501.10
2021-10-13,pinterest,paid_social,october_cookie_campaign,89651764,0,$0.00
2021-10-13,facebook,paid_social,october_cookie_campaign,2341365494,0,$0.00
2021-10-13,facebook,paid_social,october_cookie_campaign,2345041086,0,$0.00
2021-10-13,Facebook,paid_social,october_cookie_campaign,2341277126,0,$0.00
2021-10-13,facebook,paid_social,october_cookie_campaign,2345132842,2,$584.14
2021-10-13,facebook,paid_social,october_cookie_campaign,2346384085,1,$180.33
2021-10-13,facebook,paid_social,october_cookie_campaign,2344541199,3,$604.02
2021-10-13,Facebook,paid_social,october_cookie_campaign,2347510410,3,$824.67
2021-10-13,wholesalersRus,affiliate,20_off_promo,wholesale_tid_5678,13,"$2,960.49"
2021-10-13,facebook,paid_social,october_cookie_campaign,2346144342,1,$236.63
2021-10-13,facebook,paid_social,october_cookie_campaign,2344469921,0,$0.00
2021-10-13,instagram_stories,paid_social,october_cookie_campaign,2345905323,1,$262.35
2021-10-13,pinterest,paid_social,october_cookie_campaign,89650642,2,$533.76
2021-10-13,instagram_stories,paid_social,october_cookie_campaign,2343736709,0,$0.00
2021-10-13,facebook,paid_social,october_cookie_campaign,2343645835,0,$0.00
2021-10-13,Facebook,paid_social,october_cookie_campaign,2347612187,0,$0.00
2021-10-13,Facebook,paid_social,october_cookie_campaign,2343648870,1,$254.18
2021-10-13,facebook,paid_social,october_cookie_campaign,2348352637,0,$0.00
2021-10-13,facebook,paid_social,october_cookie_campaign,2346072181,1,$224.91
2021-10-13,facebook,paid_social,october_cookie_campaign,2341694718,1,$189.17
2021-10-13,instagram_stories,paid_social,october_cookie_campaign,2341547820,0,$0.00
2021-10-13,facebook,paid_social,october_cookie_campaign,2347458197,1,$258.22
2021-10-13,google,ppc,october_ppc_cookie_campaign,cookie+vouchers,116,"$22,798.64"
2021-10-13,bing,ppc,october_ppc_cookie_campaign,chocolate+cookies+today,29,"$5,721.99"
2021-10-13,wholesalersRus,affiliate,20_off_promo,wholesale_tid_9761,8,"$2,216.72"
2021-10-13,facebook,paid_social,october_cookie_campaign,2348438397,0,$0.00
2021-10-13,bing,ppc,october_ppc_cookie_campaign,cookie+vouchers,26,"$7,278.70"
2021-10-13,facebook,paid_social,october_cookie_campaign,2347300192,1,$199.77
2021-10-13,facebook,paid_social,october_cookie_campaign,2348802358,0,$0.00
2021-10-13,google,ppc,october_ppc_cookie_campaign,chocolate+cookies+today,120,"$24,874.80"
2021-10-13,instagram_stories,paid_social,october_cookie_campaign,2348672809,3,$582.57
2021-10-13,facebook,paid_social,october_cookie_campaign,2344391120,0,$0.00
2021-10-13,facebook,paid_social,october_cookie_campaign,2343171260,0,$0.00
2021-10-13,instagram_stories,paid_social,october_cookie_campaign,2343120456,0,$0.00
2021-10-13,facebook,paid_social,october_cookie_campaign,2344482216,0,$0.00
2021-10-13,facebook,paid_social,october_cookie_campaign,2340153859,0,$0.00
2021-10-13,amazon,programmatic,always_on_cookies,56790903023,12,"$2,770.44"
2021-10-13,bing,ppc,october_ppc_cookie_campaign,cookies+wholesale,28,"$5,696.60"
